threshold,accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,alert_rate,false_alerts_per_10k,missed_frauds_per_10k,expected_cost,expected_cost_per_10k,dataset,model,model_display,fn_cost,fp_cost
0.01,0.9071666666666667,0.044479886585149744,0.585081585081585,0.08267457180500659,0.1427542723804103,0.8256829258491141,0.1790337563536135,54179,5392,178,251,0.09405,898.6666666666666,29.666666666666664,94392.0,15732.0,D2_Online_Fraud,MLP_Focal_SMOTE,MLP + Focal + SMOTE,500,1
0.69,0.9709,0.42699724517906334,0.8620689655172413,0.5711127487103905,0.5950048960993229,0.9865664627861576,0.816629131020154,38061,1040,124,775,0.045375,260.0,31.0,2280.0,570.0,D3_PaySim,LR_balanced,LogReg balanced,10,1
0.44,0.934,0.2468740913056121,0.9443826473859844,0.3914246196403873,0.4643167619772825,0.9865664627861576,0.816629131020154,36511,2590,50,849,0.085975,647.5,12.5,5090.0,1272.5,D3_PaySim,LR_balanced,LogReg balanced,50,1
0.34,0.903425,0.18481497235219055,0.9666295884315906,0.31030173183360116,0.39974030902935587,0.9865664627861576,0.816629131020154,35268,3833,30,869,0.11755,958.2499999999999,7.5,6833.0,1708.25,D3_PaySim,LR_balanced,LogReg balanced,100,1
0.3,0.8865,0.16280792739396185,0.9777530589543938,0.2791362337249921,0.37398840399457656,0.9865664627861576,0.816629131020154,34581,4520,20,879,0.134975,1130.0,5.0,14520.0,3630.0,D3_PaySim,LR_balanced,LogReg balanced,500,1
0.12,0.99395,0.7956795679567957,0.9833147942157954,0.8796019900497513,0.8817069536268003,0.9984121723044673,0.9829085261177185,38874,227,15,884,0.027775,56.75000000000001,3.75,377.0,94.25,D3_PaySim,RF,Random Forest,10,1
0.1,0.993025,0.7690972222222222,0.985539488320356,0.8639687957094101,0.8674192026531906,0.9984121723044673,0.9829085261177185,38835,266,13,886,0.0288,66.5,3.25,916.0,229.0,D3_PaySim,RF,Random Forest,50,1
0.1,0.993025,0.7690972222222222,0.985539488320356,0.8639687957094101,0.8674192026531906,0.9984121723044673,0.9829085261177185,38835,266,13,886,0.0288,66.5,3.25,1566.0,391.5,D3_PaySim,RF,Random Forest,100,1
0.02,0.9804,0.5342874180083482,0.996662958843159,0.6956521739130435,0.7223269418876299,0.9984121723044673,0.9829085261177185,38320,781,3,896,0.041925,195.25,0.7499999999999999,2281.0,570.25,D3_PaySim,RF,Random Forest,500,1
0.7,0.993125,0.7820976491862568,0.9621802002224694,0.8628428927680798,0.8642121685159291,0.9983584766173703,0.9750802731325935,38860,241,34,865,0.02765,60.25,8.5,581.0,145.25,D3_PaySim,BRF,Balanced RF,10,1
0.64,0.991475,0.7336683417085427,0.9744160177975528,0.8370759675107501,0.8416404869785923,0.9983584766173703,0.9750802731325935,38783,318,23,876,0.02985,79.5,5.75,1468.0,367.00000000000006,D3_PaySim,BRF,Balanced RF,50,1
0.42,0.9829,0.5686900958466453,0.9899888765294772,0.7224025974025974,0.7436072922727179,0.9983584766173703,0.9750802731325935,38426,675,9,890,0.039125,168.75,2.25,1575.0,393.75,D3_PaySim,BRF,Balanced RF,100,1
0.25,0.970775,0.43459302325581395,0.9977753058954394,0.6054674316571043,0.6485401973798506,0.9983584766173703,0.9750802731325935,37934,1167,2,897,0.0516,291.75,0.5,2167.0,541.75,D3_PaySim,BRF,Balanced RF,500,1
0.53,0.97675,0.49079025549613786,0.9187986651835373,0.6398140975987606,0.6621720218637531,0.9931740193439317,0.8758953117331236,38244,857,73,826,0.042075,214.25,18.25,1587.0,396.75,D3_PaySim,EasyEnsemble,EasyEnsemble,10,1
0.51,0.961375,0.36428571428571427,0.96440489432703,0.5288197621225984,0.580030683113418,0.9931740193439317,0.8758953117331236,37588,1513,32,867,0.0595,378.25,8.0,3113.0,778.25,D3_PaySim,EasyEnsemble,EasyEnsemble,50,1
0.48,0.933,0.24964858026426764,0.9877641824249166,0.3985637342908438,0.4788273048713457,0.9931740193439317,0.8758953117331236,36432,2669,11,888,0.088925,667.2500000000001,2.75,3769.0,942.25,D3_PaySim,EasyEnsemble,EasyEnsemble,100,1
0.48,0.933,0.24964858026426764,0.9877641824249166,0.3985637342908438,0.4788273048713457,0.9931740193439317,0.8758953117331236,36432,2669,11,888,0.088925,667.2500000000001,2.75,8169.0,2042.25,D3_PaySim,EasyEnsemble,EasyEnsemble,500,1
0.16,0.9969,0.8871128871128872,0.9877641824249166,0.9347368421052632,0.9345677236730349,0.9992479190040885,0.988542769342702,38988,113,11,888,0.025025,28.249999999999996,2.75,223.0,55.75,D3_PaySim,XGB,XGBoost,10,1
0.09,0.99525,0.830999066293184,0.9899888765294772,0.9035532994923858,0.9047680921879029,0.9992479190040885,0.988542769342702,38920,181,9,890,0.026775,45.25000000000001,2.25,631.0,157.75,D3_PaySim,XGB,XGBoost,50,1
0.09,0.99525,0.830999066293184,0.9899888765294772,0.9035532994923858,0.9047680921879029,0.9992479190040885,0.988542769342702,38920,181,9,890,0.026775,45.25000000000001,2.25,1081.0,270.25,D3_PaySim,XGB,XGBoost,100,1
0.03,0.990875,0.7139423076923077,0.9911012235817576,0.8299953423381462,0.8371785584420932,0.9992479190040885,0.988542769342702,38744,357,8,891,0.0312,89.25,2.0,4357.0,1089.25,D3_PaySim,XGB,XGBoost,500,1
0.7,0.996875,0.8885542168674698,0.9844271412680756,0.9340369393139841,0.9337248679926639,0.9992059012399337,0.9881612219101162,38990,111,14,885,0.0249,27.75,3.5,251.0,62.75,D3_PaySim,XGB_spw,XGBoost scale_pos_weight,10,1
0.7,0.996875,0.8885542168674698,0.9844271412680756,0.9340369393139841,0.9337248679926639,0.9992059012399337,0.9881612219101162,38990,111,14,885,0.0249,27.75,3.5,811.0,202.75,D3_PaySim,XGB_spw,XGBoost scale_pos_weight,50,1
0.41,0.9952,0.8300653594771242,0.9888765294771968,0.9025380710659898,0.9037232400061956,0.9992059012399337,0.9881612219101162,38919,182,10,889,0.026775,45.5,2.5,1182.0,295.5,D3_PaySim,XGB_spw,XGBoost scale_pos_weight,100,1
0.08,0.987375,0.6411174785100286,0.9955506117908788,0.7799564270152506,0.793692919467109,0.9992059012399337,0.9881612219101162,38600,501,4,895,0.0349,125.25,1.0,2501.0,625.25,D3_PaySim,XGB_spw,XGBoost scale_pos_weight,500,1
0.83,0.99715,0.9025641025641026,0.978865406006674,0.9391675560298826,0.9385203819581347,0.9990005632428656,0.9868066243260644,39006,95,19,880,0.024375,23.75,4.75,285.0,71.25,D3_PaySim,XGB_SMOTE,XGBoost + SMOTE,10,1
0.48,0.994825,0.8191881918819188,0.9877641824249166,0.8956127080181543,0.8970956796702755,0.9990005632428656,0.9868066243260644,38905,196,11,888,0.0271,49.0,2.75,746.0,186.5,D3_PaySim,XGB_SMOTE,XGBoost + SMOTE,50,1
0.48,0.994825,0.8191881918819188,0.9877641824249166,0.8956127080181543,0.8970956796702755,0.9990005632428656,0.9868066243260644,38905,196,11,888,0.0271,49.0,2.75,1296.0,324.0,D3_PaySim,XGB_SMOTE,XGBoost + SMOTE,100,1
0.2,0.99,0.6953797963978073,0.9877641824249166,0.8161764705882353,0.8244243066121828,0.9990005632428656,0.9868066243260644,38712,389,11,888,0.031925,97.24999999999999,2.75,5889.0,1472.25,D3_PaySim,XGB_SMOTE,XGBoost + SMOTE,500,1
0.82,0.99595,0.858114674441205,0.982202447163515,0.9159751037344398,0.9160985100228598,0.9987448722041224,0.9849959024452843,38955,146,16,883,0.025725,36.5,4.0,306.0,76.5,D3_PaySim,XGB_ADASYN,XGBoost + ADASYN,10,1
0.74,0.99485,0.8217270194986073,0.9844271412680756,0.895748987854251,0.8969632589603936,0.9987448722041224,0.9849959024452843,38909,192,14,885,0.026925,47.99999999999999,3.5,892.0,223.0,D3_PaySim,XGB_ADASYN,XGBoost + ADASYN,50,1
0.74,0.99485,0.8217270194986073,0.9844271412680756,0.895748987854251,0.8969632589603936,0.9987448722041224,0.9849959024452843,38909,192,14,885,0.026925,47.99999999999999,3.5,1592.0,398.0,D3_PaySim,XGB_ADASYN,XGBoost + ADASYN,100,1
0.1,0.976625,0.4901098901098901,0.9922135706340378,0.6561235748436925,0.6888280937632372,0.9987448722041224,0.9849959024452843,38173,928,7,892,0.0455,231.99999999999997,1.75,4428.0,1107.0,D3_PaySim,XGB_ADASYN,XGBoost + ADASYN,500,1
0.31,0.9975,0.9157127991675338,0.978865406006674,0.946236559139785,0.9455089793287524,0.9988688203411722,0.990418222461772,39020,81,19,880,0.024025,20.25,4.75,271.0,67.75,D3_PaySim,LightGBM,LightGBM balanced,10,1
0.1,0.997,0.8914572864321608,0.9866518353726362,0.9366420274551215,0.9363722534461396,0.9988688203411722,0.990418222461772,38993,108,12,887,0.024875,27.0,2.9999999999999996,708.0,177.0,D3_PaySim,LightGBM,LightGBM balanced,50,1
0.1,0.997,0.8914572864321608,0.9866518353726362,0.9366420274551215,0.9363722534461396,0.9988688203411722,0.990418222461772,38993,108,12,887,0.024875,27.0,2.9999999999999996,1308.0,327.0,D3_PaySim,LightGBM,LightGBM balanced,100,1
0.1,0.997,0.8914572864321608,0.9866518353726362,0.9366420274551215,0.9363722534461396,0.9988688203411722,0.990418222461772,38993,108,12,887,0.024875,27.0,2.9999999999999996,6108.0,1527.0,D3_PaySim,LightGBM,LightGBM balanced,500,1
0.87,0.99705,0.9013360739979445,0.9755283648498332,0.936965811965812,0.9362250961511974,0.9991823462577264,0.9850979879772638,39005,96,22,877,0.024325,23.999999999999996,5.5,316.0,79.00000000000001,D3_PaySim,CatBoost,CatBoost balanced,10,1
0.62,0.99465,0.8139321723189734,0.9877641824249166,0.892462311557789,0.8941306307577194,0.9991823462577264,0.9850979879772638,38898,203,11,888,0.027275,50.75,2.75,753.0,188.25000000000003,D3_PaySim,CatBoost,CatBoost balanced,50,1
0.62,0.99465,0.8139321723189734,0.9877641824249166,0.892462311557789,0.8941306307577194,0.9991823462577264,0.9850979879772638,38898,203,11,888,0.027275,50.75,2.75,1303.0,325.75,D3_PaySim,CatBoost,CatBoost balanced,100,1
0.06,0.98055,0.5362927414517097,0.9944382647385984,0.6968043647700701,0.7228974692379235,0.9991823462577264,0.9850979879772638,38328,773,5,894,0.041675,193.24999999999997,1.25,3273.0,818.25,D3_PaySim,CatBoost,CatBoost balanced,500,1
0.22,0.990275,0.7225130890052356,0.9210233592880979,0.8097799511002445,0.8111147978455381,0.9956470791153534,0.9370934416925119,38783,318,71,828,0.02865,79.5,17.75,1028.0,257.0,D3_PaySim,MLP_Focal,MLP + Focal Loss,10,1
0.14,0.970675,0.43237907206317866,0.9744160177975528,0.598974358974359,0.6387707092132674,0.9956470791153534,0.9370934416925119,37951,1150,23,876,0.05065,287.5,5.75,2300.0,575.0,D3_PaySim,MLP_Focal,MLP + Focal Loss,50,1
0.14,0.970675,0.43237907206317866,0.9744160177975528,0.598974358974359,0.6387707092132674,0.9956470791153534,0.9370934416925119,37951,1150,23,876,0.05065,287.5,5.75,3450.0,862.4999999999999,D3_PaySim,MLP_Focal,MLP + Focal Loss,100,1
0.11,0.953325,0.32387190684133915,0.9899888765294772,0.48807238826432686,0.5522790526301028,0.9956470791153534,0.9370934416925119,37243,1858,9,890,0.0687,464.5,2.25,6358.0,1589.5,D3_PaySim,MLP_Focal,MLP + Focal Loss,500,1
0.48,0.989425,0.6900958466453674,0.9610678531701891,0.803347280334728,0.8096431041610734,0.9974207294482994,0.9569299028312374,38713,388,35,864,0.0313,97.0,8.75,738.0,184.5,D3_PaySim,MLP_Focal_SMOTE,MLP + Focal + SMOTE,10,1
0.42,0.983875,0.583994708994709,0.982202447163515,0.7324761509746993,0.7508694608151316,0.9974207294482994,0.9569299028312374,38472,629,16,883,0.0378,157.25,4.0,1429.0,357.25,D3_PaySim,MLP_Focal_SMOTE,MLP + Focal + SMOTE,50,1
0.42,0.983875,0.583994708994709,0.982202447163515,0.7324761509746993,0.7508694608151316,0.9974207294482994,0.9569299028312374,38472,629,16,883,0.0378,157.25,4.0,2229.0,557.25,D3_PaySim,MLP_Focal_SMOTE,MLP + Focal + SMOTE,100,1
0.31,0.9676,0.408903166590179,0.9911012235817576,0.5789473684210527,0.6257734007391128,0.9974207294482994,0.9569299028312374,37813,1288,8,891,0.054475,322.0,2.0,5288.0,1322.0000000000002,D3_PaySim,MLP_Focal_SMOTE,MLP + Focal + SMOTE,500,1
